articleCode,title,category,price($)
0880973002,3-pack Cotton Sweatshirts,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,24.99
0703314015,Slub Jersey Shorts,kids_baby_boy_clothing_shorts,12.99
0807995010,Cotton Romper,kids_baby_girl_clothing_jumpsuitsplaysuits,24.99
0867135070,Ribbed Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0995211007,Waffled Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,24.99
0827318011,5-pack Cotton Bodysuits,kids_baby_boy_clothing_bodysuits,29.99
1051667001,2-pack Ribbed Cotton Pajama Jumpsuits,kids_baby_girl_clothing_nightwear,19.99
0896235005,Cotton Romper Suit,kids_baby_boy_clothing_jumpsuitsplaysuits,19.99
0867135039,Ribbed Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0999618001,2-piece Printed Set,kids_new_born_clothing_trousersleggings,19.99
0932400007,2-pack Picot-trim Bodysuits,kids_baby_girl_clothing_bodysuits,9.99
0869623019,3-piece Cotton Set,kids_baby_girl_clothing_tops_blouses,19.99
0965292004,2-piece Cotton Set,kids_baby_girl_clothing_tops_tshirts,9.99
0928135032,Sweatshirt,kids_newbornbaby_clothing_jumperssweatshirts_sweatshirts,9.99
1018004001,2-piece Cotton Set,kids_baby_boy_setsoutfits,29.99
0981896007,Sleeveless Romper Suit,kids_baby_boy_clothing_jumpsuitsplaysuits,12.99
0981900012,Adjustable Fit Set,kids_new_born_clothing_trousersleggings,19.99
1016886003,2-pack Cotton Bodysuits,kids_baby_boy_clothing_bodysuits,14.99
0950234007,2-pack Ribbed Shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0813804037,Cotton T-shirt,kids_baby_boy_clothing_tshirtsshirts_tshirts,4.99
0880972002,3-pack Sweatpants,kids_new_born_clothing_trousersleggings,24.99
0966922004,2-piece Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0928133029,Ruffle-trimmed Jersey Dress,kids_baby_girl_clothing_dresses,4.99
1050868002,Paper-bag Cotton Jeans,kids_baby_boy_clothing_trousersjeans_jeans,14.99
0713383009,Terry Top,kids_baby_boy_clothing_tshirtsshirts_tshirts,17.99
0769102117,3-pack Cotton Pajamas,kids_baby_boy_clothing_nightwear,24.99
0890959012,Jacquard-knit Cotton Sweater,kids_baby_boy_clothing_jumperssweatshirts_jumpers,14.99
0937071003,2-pack Ribbed Bodysuits,kids_baby_boy_clothing_bodysuits,17.99
0807908017,Cotton Canvas Sandals,kids_baby_boy_shoes_sandalsflipflops,12.99
0865702004,2-piece Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,34.99
1046702001,2-piece Rib-knit Set,kids_baby_girl_setsoutfits,17.99
1060693001,Short-sleeved Romper Suit,kids_baby_boy_outerwear_snowsuits,12.99
1035751001,2-piece Printed Set,kids_baby_girl_setsoutfits,24.99
0948305002,2-piece Cotton Set,kids_baby_girl_clothing_dresses,29.99
0825772001,Cotton Cap,kids_baby_boy_accessories_hats,5.99
0911564013,2-pack Ribbed Leggings,kids_new_born_clothing_trousersleggings,17.99
0549961028,Cotton Overalls,kids_baby_boy_clothing_trousersjeans_dungarees,14.99
0759877002,Linen-blend Romper,kids_baby_boy_clothing_jumpsuitsplaysuits,29.99
1064157005,2-piece Cotton Set,kids_baby_girl_setsoutfits,14.99
0957313017,5-pack Sleeveless Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0714714020,5-pack Jersey Leggings,kids_new_born_clothing_trousersleggings,24.99
0937224003,Twill Jacket,kids_baby_boy_outerwear_jacketscoats,29.99
1051787001,2-pack Shoes,kids_baby_boy_shoes_sandalsflipflops,24.99
0808002005,Cable-knit Sweater and Pants,kids_new_born_clothing_trousersleggings,34.99
0834001017,Ruffle-trimmed Swimsuit,kids_baby_girl_clothing_swimwear,14.99
0928133025,Ruffle-trimmed Jersey Dress,kids_baby_girl_clothing_dresses,4.99
0928133030,Ruffle-trimmed Jersey Dress,kids_baby_girl_clothing_dresses,4.99
0943351002,3-pack Roll-up Pants,kids_baby_boy_clothing_trousersjeans_trousers,34.99
0982528010,Sneakers,kids_baby_boy_shoes_trainers,17.99
1047749002,2-piece Bodysuit and Shorts Set,kids_baby_boy_setsoutfits,14.99
0981900009,Adjustable Fit Set,kids_new_born_clothing_trousersleggings,19.99
0853348024,3-pack Cotton Jersey T-shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0827318012,5-pack Cotton Bodysuits,kids_baby_boy_clothing_bodysuits,29.99
1051225001,2-piece Cotton Set,kids_baby_girl_setsoutfits,34.99
0894498004,5-pack Jersey Dresses,kids_baby_girl_clothing_dresses,29.99
0857176024,2-pack Leggings,kids_new_born_clothing_trousersleggings,14.99
0960336002,Cotton Sun Hat,kids_baby_boy_accessories_hats,6.99
0936535007,Cotton Jumpsuit,kids_baby_girl_clothing_jumpsuitsplaysuits,14.99
1067553001,Denim Dress,kids_baby_girl_clothing_dresses,14.99
1043766001,Patterned Cotton Cardigan,kids_newbornbaby_clothing_jumperssweatshirts_cardigans,17.99
0988006002,Rib-knit Cardigan,kids_baby_boy_clothing_jumperssweatshirts_cardigans,29.99
0588184037,5-pack Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0928135028,Sweatshirt,kids_newbornbaby_clothing_jumperssweatshirts_sweatshirts,9.99
0942293016,3-pack Short-sleeved Bodysuits,kids_baby_boy_clothing_bodysuits,17.99
0795784012,5-pack Cotton T-shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,24.99
0866778014,5-pack Cotton Pants,kids_new_born_clothing_trousersleggings,29.99
1051677003,2-pack Cotton Pajamas,kids_baby_boy_clothing_nightwear,19.99
0937124009,Woven Pants,kids_baby_boy_clothing_trousersjeans_joggerssweatpants,9.99
0588184031,5-pack Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
1029133001,2-piece Rib-knit Cotton Set,kids_new_born_clothing_trousersleggings,34.99
0928133032,Ruffle-trimmed Jersey Dress,kids_baby_girl_clothing_dresses,4.99
0943351003,3-pack Roll-up Pants,kids_baby_boy_clothing_trousersjeans_trousers,34.99
1024993001,Linen Dress,kids_baby_girl_clothing_dresses,29.99
0533261042,5-pack Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0310091083,3-pack Jumpsuits with Zipper,kids_baby_boy_clothing_nightwear,29.99
0731568005,Knit Sweater and Pants,kids_new_born_clothing_trousersleggings,29.99
1068223001,2-piece Ribbed Cotton Jersey Set,kids_new_born_clothing_trousersleggings,17.99
0579010059,Cotton Sweatshirt,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,9.99
1066701001,Button-front Dress,kids_baby_girl_clothing_dresses,9.99
0714714023,5-pack Jersey Leggings,kids_new_born_clothing_trousersleggings,24.99
0813775016,Sweatshirt and Joggers,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,24.99
0993598013,3-pack Ribbed Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0988006003,Rib-knit Cardigan,kids_baby_boy_clothing_jumperssweatshirts_cardigans,29.99
1051216001,Dress and Accessory,kids_baby_girl_partyoccasion,29.99
0808816011,Band-collar Shirt,kids_baby_boy_clothing_tshirtsshirts_shirts,9.99
0533261022,5-pack Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0711235059,2-pack Jumpsuits with Zip,kids_baby_boy_clothing_nightwear,19.99
0921229010,Ruffle-trimmed Swimsuit,kids_baby_girl_clothing_swimwear,9.99
1022907001,Quilted Jacket,kids_baby_boy_outerwear_jacketscoats,29.99
1036211001,2-piece Shirt and Pants Set,kids_baby_boy_setsoutfits,27.99
1051677002,2-pack Cotton Pajamas,kids_baby_boy_clothing_nightwear,19.99
1046719001,Waffled Hooded Jacket,kids_baby_boy_outerwear_jacketscoats,14.99
0923503005,Ruffle-trimmed Overall Shorts,kids_baby_girl_clothing_shorts,14.99
0825367022,2-pack Cotton T-shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,17.99
0701701032,3-pack Pants,kids_new_born_clothing_trousersleggings,14.99
0891493004,Stretch Twill Pants,kids_baby_boy_clothing_trousersjeans_trousers,9.99
0813803020,Printed T-shirt,kids_baby_boy_clothing_tshirtsshirts_tshirts,3.99
0646015022,2-piece Set,kids_new_born_clothing_jumperssweatshirts_sweatshirts,17.99
0865702003,2-piece Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,34.99
0579010060,Cotton Sweatshirt,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,9.99
1018598002,2-piece Sweatshirt Set,kids_baby_boy_clothing_trousersjeans_joggerssweatpants,24.99
0769102106,3-pack Cotton Pajamas,kids_baby_boy_clothing_nightwear,24.99
1042046001,2-piece Waffled Set,kids_new_born_clothing_jumperssweatshirts_sweatshirts,24.99
0840989011,2-piece Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0948356001,Sandals,kids_baby_girl_shoes_sandalsflipflops,17.99
1045770003,Comfort Stretch Skinny Fit Jeans,kids_baby_boy_clothing_trousersjeans_jeans,9.99
0146706001,3-pack Bodysuits,kids_baby_boy_clothing_bodysuits,12.99
0927989005,Overall Dress,kids_baby_girl_clothing_dresses,14.99
0883475011,2-piece Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,12.99
0931735022,2-piece Ribbed Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,17.99
0966053015,Mesh Sneakers,kids_baby_boy_shoes_trainers,24.99
0714714005,5-pack Jersey Leggings,kids_new_born_clothing_trousersleggings,24.99
1034554001,Ruffle-trimmed Jersey Top,kids_baby_girl_clothing_tops_tshirts,9.99
0984004002,2-piece Set,kids_baby_boy_clothing_trousersjeans_dungarees,29.99
0981900003,Adjustable Fit Set,kids_new_born_clothing_trousersleggings,19.99
0767278040,2-piece Set,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,24.99
0767278047,2-piece Set,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,24.99
1029478001,Denim Jacket,kids_baby_boy_outerwear_jacketscoats,34.99
0813557026,Cotton Shirt,kids_baby_boy_clothing_tshirtsshirts_shirts,9.99
0922611007,Twill Parka,kids_newbornbaby_outerwear_jacketscoats,29.99
0806000039,2-pack Jersey T-shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,9.99
0915045004,Ruffle-trimmed Twill Jacket,kids_baby_girl_outerwear_jacketscoats,19.99
0957313003,5-pack Sleeveless Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0743791013,Knit Set,kids_new_born_clothing_trousersleggings,29.99
0883424001,3-pack Denim Joggers,kids_baby_boy_clothing_trousersjeans_joggerssweatpants,39.99
1034507001,2-pack Cotton T-shirts,kids_baby_girl_clothing_tops_tshirts,14.99
0807995015,Cotton Romper,kids_baby_girl_clothing_jumpsuitsplaysuits,24.99
0815287020,Swim Cap,kids_baby_girl_accessories_hats,12.99
0883454001,2-piece Sweatshirt Set,kids_new_born_clothing_trousersleggings,19.99
0825772016,Cotton Cap,kids_baby_boy_accessories_hats,5.99
1037453002,Cotton Leggings,kids_new_born_clothing_trousersleggings_leggings,12.99
0993598014,3-pack Ribbed Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0981900020,Adjustable Fit Set,kids_new_born_clothing_trousersleggings,19.99
1046702002,2-piece Rib-knit Set,kids_baby_girl_setsoutfits,17.99
0871083006,2-piece Cotton Set,kids_baby_girl_clothing_tops_blouses,14.99
0957313004,5-pack Sleeveless Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0592932019,2-pack Leggings,kids_baby_girl_clothing_trousersjeans_leggingstreggins,9.99
0871057005,2-piece Printed Set,kids_new_born_clothing_trousersleggings,24.99
0957313016,5-pack Sleeveless Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0883454009,2-piece Sweatshirt Set,kids_new_born_clothing_trousersleggings,19.99
0880973001,3-pack Cotton Sweatshirts,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,24.99
0533261047,5-pack Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0583456011,Hooded Cardigan,kids_baby_boy_clothing_jumperssweatshirts_cardigans,24.99
1045770001,Comfort Stretch Skinny Fit Jeans,kids_baby_boy_clothing_trousersjeans_jeans,9.99
0888573012,Ballet Flats,kids_baby_girl_shoes_ballerinasflats,14.99
0932174014,Printed T-shirt,kids_baby_girl_clothing_tops_tshirts,3.99
0579010057,Cotton Sweatshirt,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,9.99
0814307023,5-pack Cotton Pants,kids_new_born_clothing_trousersleggings,29.99
1034564001,2-piece Set,kids_baby_girl_clothing_tops_tshirts,32.99
0807995014,Cotton Romper,kids_baby_girl_clothing_jumpsuitsplaysuits,24.99
1045778001,Patterned Pajamas,kids_baby_boy_clothing_nightwear,9.99
0754107081,3-piece Jersey Set,kids_new_born_clothing_trousersleggings,14.99
0985642001,Formal Set,kids_baby_boy_clothing_trousersjeans_trousers,24.99
0694298079,3-pack Long-sleeved Bodysuits,kids_new_born_bodysuits,14.99
1020910002,2-piece Set,kids_baby_girl_clothing_tops_tshirts,14.99
0840989008,2-piece Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0867135026,Ribbed Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0814307005,5-pack Cotton Pants,kids_new_born_clothing_trousersleggings,29.99
0932154005,3-piece Cotton Set,kids_baby_girl_clothing_tops_tshirts,14.99
0974621037,5-pack Socks,kids_baby_girl_clothing_sockstights_socks,6.99
1045770002,Comfort Stretch Skinny Fit Jeans,kids_baby_boy_clothing_trousersjeans_jeans,9.99
1036258002,2-pack Turbans,kids_baby_girl_accessories_hats,12.99
0931735023,2-piece Ribbed Cotton Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,17.99
1018370001,Puffer Jacket,kids_baby_boy_outerwear_jacketscoats,24.99
1068223002,2-piece Ribbed Cotton Jersey Set,kids_new_born_clothing_trousersleggings,17.99
0734922001,Knit Fleece Jacket,kids_baby_boy_outerwear_jacketscoats,14.99
0857176032,2-pack Leggings,kids_new_born_clothing_trousersleggings,14.99
0825772002,Cotton Cap,kids_baby_boy_accessories_hats,5.99
0883435015,2-piece Cotton Set,kids_new_born_clothing_trousersleggings,14.99
0866585016,5-pack Short-sleeved Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0594177045,2-pack Cotton Joggers,kids_new_born_clothing_trousersleggings,14.99
0862636011,Cotton Sun Hat,kids_baby_boy_accessories_hats,4.99
0942293015,3-pack Short-sleeved Bodysuits,kids_baby_boy_clothing_bodysuits,17.99
0852953005,3-pack Jeggings,kids_baby_boy_clothing_trousersjeans_leggingstreggings,29.99
0703314014,Slub Jersey Shorts,kids_baby_boy_clothing_shorts,12.99
1057835001,2-piece Cotton Set,kids_new_born_clothing_trousersleggings,24.99
0942293012,3-pack Short-sleeved Bodysuits,kids_baby_boy_clothing_bodysuits,17.99
1057769002,Adjustable-size Jumpsuit,kids_baby_boy_clothing_jumpsuitsplaysuits,19.99
1023045002,3-pack Ribbed Hats with Ears,kids_baby_boy_accessories_hats,14.99
0947454008,3-pack T-shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0805127017,Straw Hat,kids_baby_boy_accessories_hats,9.99
0814609017,2-pack Cotton Cardigans,kids_baby_boy_clothing_jumperssweatshirts_cardigans,19.99
0866778017,5-pack Cotton Pants,kids_new_born_clothing_trousersleggings,29.99
0645426005,Rib-knit Sweater,kids_baby_boy_clothing_jumperssweatshirts_jumpers,24.99
0701701005,3-pack Pants,kids_new_born_clothing_trousersleggings,14.99
0857525004,6-piece Cotton Set,kids_new_born_clothing_trousersleggings,34.99
0814307010,5-pack Cotton Pants,kids_new_born_clothing_trousersleggings,29.99
0859926019,2-pack Cotton Henley Shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,17.99
0731568006,Knit Sweater and Pants,kids_new_born_clothing_trousersleggings,29.99
0976546002,2-piece Cotton Set,kids_new_born_clothing_trousersleggings,24.99
0815287015,Swim Cap,kids_baby_girl_accessories_hats,12.99
0814609008,2-pack Cotton Cardigans,kids_baby_boy_clothing_jumperssweatshirts_cardigans,19.99
0824467006,2-pack Cotton Sun Hats,kids_baby_boy_accessories_hats,12.99
0931364012,2-piece Printed Set,kids_baby_girl_clothing_tops_tshirts,14.99
0932413003,Slub Jersey Romper Suit,kids_baby_girl_clothing_jumpsuitsplaysuits,14.99
0904894002,3-piece Set with Bow Tie,kids_baby_boy_clothing_trousersjeans_trousers,29.99
0832857005,2-pack Button-top Bodysuits,kids_baby_boy_clothing_bodysuits,14.99
0767278038,2-piece Set,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,24.99
0928133024,Ruffle-trimmed Jersey Dress,kids_baby_girl_clothing_dresses,4.99
0928047023,Printed Sweatshirt,kids_baby_girl_clothing_jumperssweatshirts_sweatshirts,14.99
0935534005,2-piece Sweatshirt Set,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,24.99
0872645020,2-piece Sweatshirt Set,kids_new_born_clothing_trousersleggings,17.99
0983661006,Hooded Patterned Jacket,kids_baby_boy_outerwear_jacketscoats,24.99
1066665002,2-piece Set,kids_baby_girl_setsoutfits,19.99
1020054004,Hooded Cardigan,kids_baby_girl_clothing_jumperssweatshirts_cardigans,19.99
0947463002,2-pack Shorts,kids_baby_boy_clothing_shorts,14.99
0932413004,Slub Jersey Romper Suit,kids_baby_girl_clothing_jumpsuitsplaysuits,14.99
1034921001,2-piece Set,kids_baby_girl_setsoutfits,29.99
0646015019,2-piece Set,kids_new_born_clothing_jumperssweatshirts_sweatshirts,17.99
1046719002,Waffled Hooded Jacket,kids_baby_boy_outerwear_jacketscoats,14.99
0941916003,2-piece Cotton Set,kids_baby_boy_clothing_trousersjeans_joggerssweatpants,29.99
0737023021,3-pack Sleeveless Bodysuits,kids_baby_girl_clothing_bodysuits,17.99
0890039006,3-pack Ribbed Leggings,kids_new_born_clothing_trousersleggings,17.99
0980535003,2-piece Printed Set,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,14.99
0936598009,Long-sleeved Dress,kids_baby_girl_clothing_dresses,9.99
0767181015,2-pack Jersey Shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,14.99
0864496003,Printed Denim Jacket,kids_baby_boy_outerwear_jacketscoats,29.99
0849389010,2-pack Cotton Shorts,kids_baby_boy_clothing_shorts,9.99
0979629001,2-piece Printed Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,24.99
0932434002,2-piece Printed Set,kids_baby_girl_clothing_tops_tshirts,9.99
0887882011,Sandals,kids_baby_boy_shoes_sandalsflipflops,17.99
0888395010,2-piece Printed Set,kids_baby_boy_clothing_trousersjeans_dungarees,24.99
0928133002,Ruffle-trimmed Jersey Dress,kids_baby_girl_clothing_dresses,4.99
0984710002,2-piece Quilted Set,kids_baby_boy_clothing_trousersjeans_joggerssweatpants,24.99
0839319008,2-pack Cotton Overalls,kids_baby_boy_clothing_trousersjeans_dungarees,24.99
0824475005,2-pack Cotton Sun Hats,kids_baby_boy_accessories_hats,12.99
0764758033,2-pack Cotton Sweatshirts,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,14.99
0887882021,Sandals,kids_baby_boy_shoes_sandalsflipflops,17.99
0871057001,2-piece Printed Set,kids_new_born_clothing_trousersleggings,24.99
0988014001,2-piece Cotton Set,kids_new_born_clothing_trousersleggings,34.99
1041964001,Flounce-trimmed Cotton Dress,kids_baby_girl_clothing_dresses,9.99
0934887001,Printed Denim Shirt,kids_baby_boy_clothing_tshirtsshirts_shirts,14.99
0911564012,2-pack Ribbed Leggings,kids_new_born_clothing_trousersleggings,17.99
0841544048,Cotton Joggers,kids_clothing_trousersjeans_joggerssweatpants,9.99
1044767001,Cotton Hat,kids_baby_boy_accessories_hats,12.99
0814307022,5-pack Cotton Pants,kids_new_born_clothing_trousersleggings,29.99
1034554003,Ruffle-trimmed Jersey Top,kids_baby_girl_clothing_tops_tshirts,9.99
0940114009,5-pack Ankle Socks,kids_baby_girl_clothing_sockstights_socks,6.99
0815287018,Swim Cap,kids_baby_girl_accessories_hats,12.99
0796703012,Cotton Jacket,kids_baby_boy_outerwear_jacketscoats,24.99
1020938002,3-pack Triangular Scarves,kids_baby_boy_accessories_bibs,17.99
1032235001,Cotton Sweater,kids_newbornbaby_clothing_jumperssweatshirts_jumpers,19.99
0923473006,Coated Cotton Jacket,kids_baby_girl_outerwear_jacketscoats,29.99
0816920010,Shirt and Overalls,kids_baby_boy_clothing_trousersjeans_dungarees,19.99
1036103002,Backpack,kids_baby_boy_accessories,14.99
0900687009,2-piece Velour Set,kids_baby_boy_clothing_tshirtsshirts_tshirts,19.99
1033316001,2-pack Printed Cotton Pajama Jumpsuits,kids_baby_boy_clothing_nightwear,24.99
0883456017,2-pack Long-sleeved Tops,kids_baby_boy_clothing_tshirtsshirts_tshirts,19.99
1021177003,2-pack Cotton Cardigans,kids_baby_boy_clothing_jumperssweatshirts_cardigans,19.99
0533261056,5-pack Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0825783037,Ribbed Jersey Hat,kids_baby_boy_accessories_hats,4.99
0872645021,2-piece Sweatshirt Set,kids_new_born_clothing_trousersleggings,17.99
0795784013,5-pack Cotton T-shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,24.99
0957313002,5-pack Sleeveless Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0533261020,5-pack Bodysuits,kids_baby_boy_clothing_bodysuits,24.99
0825367024,2-pack Cotton T-shirts,kids_baby_boy_clothing_tshirtsshirts_tshirts,17.99
0839783004,4-piece Set,kids_baby_boy_clothing_jumperssweatshirts_sweatshirts,32.99
0769102105,3-pack Cotton Pajamas,kids_baby_boy_clothing_nightwear,24.99
1037439003,Foldover-cuff Pajamas,kids_baby_boy_clothing_nightwear,9.99
0694298008,3-pack Long-sleeved Bodysuits,kids_new_born_bodysuits,14.99
0493103045,2-pack Tights,kids_baby_girl_clothing_sockstights_tights,9.99
0937815001,Cotton Dress,kids_baby_girl_clothing_dresses,14.99
0935947017,3-pack Ruffled Tops,kids_baby_girl_clothing_tops_tshirts,14.99
0814584003,5-pack Puff Pants,kids_baby_girl_clothing_shorts,24.99
0701784001,3-pack Wrapover Bodysuits,kids_baby_boy_clothing_bodysuits,14.99
0974621031,5-pack Socks,kids_baby_girl_clothing_sockstights_socks,6.99
0883454010,2-piece Sweatshirt Set,kids_new_born_clothing_trousersleggings,19.99
0936596003,Scallop-edged Bolero Sweater,kids_newbornbaby_clothing_jumperssweatshirts_cardigans,9.99
0979605028,3-piece Cotton Set,kids_baby_girl_setsoutfits,9.99
